,yad_no,view_cnt,count_train_log,count_train_label,count_test_log,total_room_cnt,wid_cd,ken_cd,lrg_cd,sml_cd,rate1,rate2,train_last_count,bus_le
3859,3860,1.6428571428571428,32.0,28.0,14.0,43.0,d86102dd9c232bade9a97dccad40df48,b4d2fb4e51ea7bca80eb1270aa474a54,5c9a8f48e9df0234da012747a02d4b29,4ee16ee838dd2703cc9a1d5a535f0ced,0.9047619047619048,0.5714285714285714,19,観光
3860,3861,1.8846153846153846,82.0,52.0,35.0,125.0,c312e07b7a5d456d53a5b00910a336e1,6692a692f80687411022c08e4f5a7a00,47a6f5d9f477a0af178fbba06731150b,1c2e7aacf950d7016554793c4d08d352,0.6739130434782609,0.4891304347826087,39,観光
3861,3862,1.0,2.0,3.0,2.0,7.0,e9316013ee1b03f4525fe361c46ce9c5,21a8fca457386861964bea1ffa848fdd,45cb322de1107c39b0f30a1c0d8cfbf1,3651b2d3f6cb47fb14d2d39425ff4272,1.0833333333333333,1.0,2,ビジネス
3862,3863,1.3076923076923077,31.0,13.0,28.0,98.0,d86102dd9c232bade9a97dccad40df48,acb04522bdbc0582bf16a6a97567cc27,2b7b6594cc456798fe48b85817fff098,ecdc35a224636eb23bbef131ba10e367,0.5609756097560976,0.926829268292683,26,観光ミドル
3863,3864,0.0,1.0,0.0,1.0,12.0,d86102dd9c232bade9a97dccad40df48,3831f43bb997a3028669c251c2c2f552,8945cbc9f218eb1b04f4d4fa052eedb5,0add1dfa772542a1c058fe653f0de5ac,0.9090909090909091,1.0,1,0
3864,3865,1.4444444444444444,14.0,9.0,14.0,224.0,f0112abf369fb03cdc5f5309300913da,bd054cc265d68a400ccb976ac69c6463,1949c8b055b9d70b4ac16eb7b046b236,e896511a999c6508414df4dcee407926,0.7916666666666666,1.0,9,観光ミドル
3865,3866,1.1304347826086956,33.0,23.0,0.0,53.0,dc414a17890cfc17d011d5038b88ca93,31a0f630d36db568ab23c9c1cd80d1c1,ff6cf77545873220271ee1894fbe85ed,b615924d042eb2348682cc892eaba761,0.7674418604651163,0.23255813953488372,30,ビジネスミドル
3866,3867,1.0,4.0,1.0,2.0,21.0,8a1c0d3243bba111cbcd1ec6c692dc6d,ea4e9c80303b41bfaaf1b252a29a5ae4,44b107b6abde894a07d16821c9ec1273,fef70e5dd9cd8dd52fddd098de540d34,0.7857142857142857,0.8571428571428571,4,ビジネス
3867,3868,1.0,1.0,1.0,2.0,19.0,d86102dd9c232bade9a97dccad40df48,acb04522bdbc0582bf16a6a97567cc27,2fc4aaf5b6878e1a8d25ebcee394cf58,20a35a035bf8de9dd7166ea2646f91e2,1.0,1.0909090909090908,1,ビジネス
3868,3869,1.631578947368421,52.0,19.0,34.0,36.0,8a1c0d3243bba111cbcd1ec6c692dc6d,ce83563814cff3080c8ae076f44b3020,bd351c18d73441f048e11ac9b096b1cb,6b2f1db7e5052fcdc401645b36f7109d,0.46774193548387094,0.7096774193548387,30,観光
3869,3870,1.064516129032258,23.0,31.0,0.0,133.0,f0112abf369fb03cdc5f5309300913da,bd054cc265d68a400ccb976ac69c6463,728d0185a651e4e5612cfe131f5a2ca7,cd52c09fbb0b7fac56d63f01d8b865d2,1.2424242424242424,0.30303030303030304,21,ビジネス
3870,3871,1.3,35.0,20.0,29.0,40.0,dc414a17890cfc17d011d5038b88ca93,223938a74a609968141867c244086206,63083678169dddaf76ddb92c6c6fdf65,33bfe292401fc7f99b8b9831a71f61ee,0.6666666666666666,0.8666666666666667,28,観光ミドル
3871,3872,1.2727272727272727,6.0,11.0,4.0,42.0,c312e07b7a5d456d53a5b00910a336e1,543ea7c443fdfd779bbd557f2ad99d80,1a6431e2fa6aada2ffc2be8144fc067a,154522e91b88aed9090a369ad0a6ae4b,1.3125,0.875,3,ビジネスミドル
3872,3873,1.360655737704918,54.0,61.0,7.0,30.0,f0112abf369fb03cdc5f5309300913da,072c85e1653e10c9c7dd065ad007125a,133163b5565940a622874ab221a584a4,df0050b289f87b174eed50e685d12370,1.109375,0.265625,33,観光ミドル
3873,3874,1.0,0.0,2.0,7.0,20.0,dc414a17890cfc17d011d5038b88ca93,31a0f630d36db568ab23c9c1cd80d1c1,0cb21ac869edfcf05ff381269c8df8af,4362d7316de7ea5c33bedcd4eb9f059d,1.2,1.7,0,ビジネス
3874,3875,1.28,95.0,100.0,23.0,294.0,46e33861f921c3e38b81998fbf283f01,107c7305a74c8dcc4f143de208bf7ec2,e2034d4f2fbe0874f8ac58f6f111f182,086904b20a91b5471cf9a27ed5f6e269,1.0476190476190477,0.3142857142857143,68,ビジネスミドル
3875,3876,1.4743589743589745,97.0,78.0,48.0,96.0,f0112abf369fb03cdc5f5309300913da,072c85e1653e10c9c7dd065ad007125a,06cdfa18559e54e94da2d9524c0d8e86,5e52f51baa60e36618f46a225cf961e5,0.822429906542056,0.5420560747663551,64,観光
3876,3877,1.125,42.0,48.0,7.0,125.0,f0112abf369fb03cdc5f5309300913da,ce3aaf25e7e38a0c42d373fb148efc86,d5033a3a12e84a627c5714e0e7118c80,33b23f624be6779414cc2a5b0dd292ac,1.1153846153846154,0.3269230769230769,34,ビジネスミドル
3877,3878,1.3636363636363635,13.0,11.0,14.0,,8a1c0d3243bba111cbcd1ec6c692dc6d,94d4f7dc1971d3473e6ed039a323bf4d,4743dbe9e9bfb95b0868958e954b7f6a,1ac28985550f1e909166ee0933db8f68,0.9130434782608695,1.0434782608695652,9,観光ミドル
3878,3879,1.170731707317073,80.0,82.0,24.0,142.0,dc414a17890cfc17d011d5038b88ca93,d78f53d0856617bc782f02c3280dfef2,e5cfcc0a43c82072aca11628ff0add53,1a0132cb9c2c6dd3e3b616009d6d6503,1.0222222222222221,0.37777777777777777,66,ビジネスミドル
3879,3880,1.7916666666666667,56.0,24.0,36.0,91.0,f0112abf369fb03cdc5f5309300913da,ce3aaf25e7e38a0c42d373fb148efc86,810e85dbd8a7e759dd1740ac2b05dcb9,120f269ed55daaadc7b670aea2cfe2e6,0.5151515151515151,0.696969696969697,31,観光
3880,3881,1.56,47.0,25.0,10.0,45.0,dc414a17890cfc17d011d5038b88ca93,d78f53d0856617bc782f02c3280dfef2,145f05d14ef5eaee02ec4752a4d20482,af3c48f954de7e56a15bb71aed201575,0.6140350877192983,0.3508771929824561,29,観光
3881,3882,1.4666666666666666,43.0,30.0,53.0,14.0,f0112abf369fb03cdc5f5309300913da,bd054cc265d68a400ccb976ac69c6463,5b1499dd1a709e37096d7d65d1208f66,572047925810f3e34b4e028512809c88,0.7547169811320755,1.1886792452830188,32,観光
3882,3883,1.0,5.0,1.0,12.0,30.0,46e33861f921c3e38b81998fbf283f01,107c7305a74c8dcc4f143de208bf7ec2,e2034d4f2fbe0874f8ac58f6f111f182,086904b20a91b5471cf9a27ed5f6e269,0.7333333333333333,1.4666666666666666,5,ビジネス
3883,3884,1.0,3.0,5.0,9.0,16.0,8a1c0d3243bba111cbcd1ec6c692dc6d,ce83563814cff3080c8ae076f44b3020,1c3e1864d98151b856ba5f9a8c672e1e,3f18a1224dc1a17bb78c3464008e27df,1.1538461538461537,1.4615384615384615,3,ビジネス
3884,3885,1.3333333333333333,2.0,3.0,6.0,13.0,e9316013ee1b03f4525fe361c46ce9c5,06a6febd7478c1aa664ed5ac87f2d560,e6437021039c8c9d53878499d7275467,7540c65a0df814abaa8bf14c5e21b371,1.0833333333333333,1.3333333333333333,1,観光ミドル
3885,3886,1.1428571428571428,12.0,7.0,8.0,31.0,46e33861f921c3e38b81998fbf283f01,c86352f5b57e80fe545cfec1fd8505a1,f7fc8c414fb2528ecffe882510e33dda,808efa4c8737bf0963e46418b950e7a7,0.7727272727272727,0.8181818181818182,11,ビジネスミドル
3886,3887,1.2727272727272727,27.0,22.0,21.0,163.0,46e33861f921c3e38b81998fbf283f01,107c7305a74c8dcc4f143de208bf7ec2,02b03ddff2e82cb0bec8826597961845,0d65c2992e2b883e418e05300fbc2afd,0.8648648648648649,0.8378378378378378,19,ビジネスミドル
3887,3888,1.4,19.0,15.0,21.0,99.0,b07b75d367ebece55a23ceecc939fff4,0a66f6ab9c0507059da6f22a0e1f1690,4713062d683b3be22a00131d9546c66d,23a40c053a6e6b4db9eb04083b40431c,0.8620689655172413,1.0689655172413792,13,観光ミドル
3888,3889,1.2727272727272727,47.0,11.0,33.0,232.0,321b69d5eec98fe6253e26b86058e6a9,0745a2107686fcb724892ce52f19d02e,8b587caa3deb682cdd723480bae96ac7,eba1a91c9c6c06c1c1328cd017a8dcde,0.3684210526315789,0.7543859649122807,36,ビジネスミドル
3889,3890,1.75,41.0,24.0,28.0,116.0,321b69d5eec98fe6253e26b86058e6a9,0745a2107686fcb724892ce52f19d02e,bd9ca9b95bfc526f6ae521d5f4442362,b731123b3a8076d95f7e7bc72ccb1755,0.6666666666666666,0.7450980392156863,26,観光
3890,3891,1.5925925925925926,50.0,27.0,52.0,50.0,c312e07b7a5d456d53a5b00910a336e1,6692a692f80687411022c08e4f5a7a00,47a6f5d9f477a0af178fbba06731150b,1c2e7aacf950d7016554793c4d08d352,0.6166666666666667,1.0333333333333334,29,観光
3891,3892,0.0,1.0,0.0,1.0,22.0,8a1c0d3243bba111cbcd1ec6c692dc6d,ce83563814cff3080c8ae076f44b3020,985387113a5ef05e4e4c1f4720b3624c,168562f6e4aff482fc88c4ed2aae1a73,0.9090909090909091,1.0,1,0
3892,3893,1.2,27.0,35.0,0.0,61.0,f0112abf369fb03cdc5f5309300913da,ce3aaf25e7e38a0c42d373fb148efc86,b94b1624f29aceb6511babed280db4d7,9dff180c5e5089dfb26be591000b90f1,1.2162162162162162,0.2702702702702703,20,ビジネスミドル
3893,3894,1.9080459770114941,177.0,87.0,35.0,205.0,e9316013ee1b03f4525fe361c46ce9c5,84efa50e52f9b471c95bfc3b21b854ad,a1370d90ed3b80ee41311bbbab46aec9,d72674f02c5340d90f245e3177727650,0.5187165775401069,0.24064171122994651,85,観光
3894,3895,1.2105263157894737,15.0,19.0,12.0,43.0,f0112abf369fb03cdc5f5309300913da,fec19ba0016c012f3a06360cfff6da32,f54daaae627b7209bf59303c32a13b55,89bc108a1514f21f5d8be3e585270465,1.16,0.88,11,ビジネスミドル
3895,3896,1.3823529411764706,91.0,68.0,66.0,194.0,d86102dd9c232bade9a97dccad40df48,7d76599bd27ff9e7823b2b1323ca763e,c5fe8848b6ab39b040cdb3668aea9433,b3eab50ccf6ffb51c37d36ee384abfbf,0.7722772277227723,0.7524752475247525,63,観光ミドル
3896,3897,1.0,4.0,10.0,9.0,54.0,46e33861f921c3e38b81998fbf283f01,107c7305a74c8dcc4f143de208bf7ec2,c9d5e891463e5389c42d16f987ed30bd,9ccc341413e935a914a1ded367b8f80e,1.4285714285714286,1.3571428571428572,4,ビジネス
3897,3898,1.5,8.0,8.0,12.0,108.0,3300cf6f774b7c6a5807110f244cbc21,013592a15b9a689232792f11da797ac7,3db7301525fb3bc026edf7846eae7827,b8a4aaa1954614dee2ed2422b6b670bd,1.0,1.2222222222222223,5,観光
3898,3899,1.0491803278688525,60.0,61.0,4.0,153.0,e9316013ee1b03f4525fe361c46ce9c5,66c4d01ad8e30155582cf80b1d655986,7763c74e2efa67a522125d9d3d7dde25,a0549a1384a56d5424439c07d0239850,1.0142857142857142,0.2,56,ビジネス
3899,3900,1.0,2.0,1.0,0.0,13.0,e9316013ee1b03f4525fe361c46ce9c5,84efa50e52f9b471c95bfc3b21b854ad,2172055af24fe5ee9a888f51da39aa03,8e9594fd1922fd26ac85b680e30825f8,0.9166666666666666,0.8333333333333334,2,ビジネス
3900,3901,1.4074074074074074,39.0,27.0,30.0,47.0,3300cf6f774b7c6a5807110f244cbc21,7bc5fba93082f02f1cc37b7fa264d291,cf4a2e778a687276a297613fc5a0a8a3,dfdbbfa2a0602faddc66d1be16b9d8d9,0.7551020408163265,0.8163265306122449,28,観光ミドル
3901,3902,1.0,2.0,1.0,21.0,49.0,f0112abf369fb03cdc5f5309300913da,ce3aaf25e7e38a0c42d373fb148efc86,d5033a3a12e84a627c5714e0e7118c80,673a92cb6db3ae1bc7c57c8d9c8748a7,0.9166666666666666,2.5833333333333335,2,ビジネス
3902,3903,0.0,1.0,0.0,2.0,19.0,e9316013ee1b03f4525fe361c46ce9c5,c71d257a01a8092eddf53c9f67705866,13798c9f89492b9f199e0f1a52e2f912,aaa3b1bb251c43c67a1bb7061afa9c22,0.9090909090909091,1.0909090909090908,1,0
3903,3904,1.0,6.0,1.0,5.0,10.0,f0112abf369fb03cdc5f5309300913da,470fa9ac04f80c7e13db398668e124bf,b4321797962a85a62556dd478de97a1d,d6b9271f7baa906a12a0b4bc682d61b5,0.6875,0.9375,6,ビジネス
3904,3905,0.0,1.0,0.0,1.0,10.0,8a1c0d3243bba111cbcd1ec6c692dc6d,94d4f7dc1971d3473e6ed039a323bf4d,ec868d1986e8ec93496aa31c8e354bef,590aa5845602d7c80c76d4d7f557eedc,0.9090909090909091,1.0,1,0
3905,3906,1.0,0.0,1.0,0.0,8.0,dc414a17890cfc17d011d5038b88ca93,6920865be128aa14814810654738b159,1135aa8cfd453083810cf2960c66e0aa,7379eee2366f32ae20ab022e5f754e1e,1.1,1.0,0,ビジネス
3906,3907,1.0,2.0,2.0,3.0,20.0,dc414a17890cfc17d011d5038b88ca93,d78f53d0856617bc782f02c3280dfef2,b9c5be10de6118c31fd92d58575ff0c7,bb5a43cfd329c8cc725a8abf2651f537,1.0,1.0833333333333333,2,ビジネス
3907,3908,1.3333333333333333,5.0,3.0,5.0,24.0,c312e07b7a5d456d53a5b00910a336e1,558ac1909f0318b82c621ab250329d6d,80fb3c5ad0c89931d0923e9f80885218,ed1aaeec6814b55d5c297f57da13861e,0.8666666666666667,1.0,4,観光ミドル
3908,3909,0.0,2.0,0.0,1.0,12.0,43875109d1dab93592812c50d18270a7,7d3db9a7acad537c322f85f7cef0beda,d291cb0efc1dac15d2dd1b9a3a6c10e3,2df67a9182e1805e4fca214292d1166c,0.8333333333333334,0.9166666666666666,2,0
3909,3910,1.375,27.0,16.0,23.0,35.0,dc414a17890cfc17d011d5038b88ca93,6920865be128aa14814810654738b159,1033c846fb31b08ff723d68ff17f5294,2dc0dbc49ac0ae116614e02a1bfa77f2,0.7027027027027027,0.8918918918918919,18,観光ミドル
3910,3911,1.5,24.0,12.0,29.0,100.0,e9316013ee1b03f4525fe361c46ce9c5,a83f1272a366ddf7ae1dd11e62ea94f1,9d99b83fd36a1d98326bc10b00c9aaa2,906aafbba6a90af21aa8c8079bb65b78,0.6470588235294118,1.1470588235294117,15,観光
3911,3912,1.9662921348314606,154.0,89.0,159.0,85.0,dc414a17890cfc17d011d5038b88ca93,31a0f630d36db568ab23c9c1cd80d1c1,f11d0a982fcea099947ab41cf04aab3f,199073cb3739d73a10d0d96f0b4f8555,0.6036585365853658,1.0304878048780488,80,観光
3912,3913,1.6428571428571428,184.0,126.0,144.0,668.0,46e33861f921c3e38b81998fbf283f01,107c7305a74c8dcc4f143de208bf7ec2,aabf8b3cf6414702adfda5532705759a,c3b55cb211c69d4665fbe81e4447dc24,0.7010309278350515,0.7938144329896907,115,観光
3913,3914,1.16,36.0,25.0,0.0,,f0112abf369fb03cdc5f5309300913da,072c85e1653e10c9c7dd065ad007125a,06cdfa18559e54e94da2d9524c0d8e86,5e52f51baa60e36618f46a225cf961e5,0.7608695652173914,0.21739130434782608,32,ビジネスミドル
3914,3915,1.0,6.0,3.0,0.0,50.0,8a1c0d3243bba111cbcd1ec6c692dc6d,94d4f7dc1971d3473e6ed039a323bf4d,07626423add73e64eff69437c48486b8,29ca952774d9f6ae3e948e8c6b6ac205,0.8125,0.625,6,ビジネス
3915,3916,1.2142857142857142,17.0,14.0,7.0,98.0,d86102dd9c232bade9a97dccad40df48,3831f43bb997a3028669c251c2c2f552,8945cbc9f218eb1b04f4d4fa052eedb5,0add1dfa772542a1c058fe653f0de5ac,0.8888888888888888,0.6296296296296297,13,ビジネスミドル
3916,3917,0.0,1.0,0.0,0.0,20.0,b07b75d367ebece55a23ceecc939fff4,0a66f6ab9c0507059da6f22a0e1f1690,333bcf3094c1cacf1615436a69c1bcdd,0aa69d1c0bc5c5baaa59ceabd1999ee2,0.9090909090909091,0.9090909090909091,1,0
3917,3918,0.0,2.0,0.0,1.0,26.0,e9316013ee1b03f4525fe361c46ce9c5,06a6febd7478c1aa664ed5ac87f2d560,cc953744302d763e6f4b63555768d06f,1ec2caafa338666f52d37ff1520b9910,0.8333333333333334,0.9166666666666666,2,0
3918,3919,1.15,9.0,20.0,18.0,52.0,321b69d5eec98fe6253e26b86058e6a9,a2b54b288d51bb19085ed1d99c428397,f227ad5a9f2ade0b8c3c9d676b693ec4,36f9efba9310d065d4589bc3b73b487a,1.5789473684210527,1.4736842105263157,6,ビジネスミドル
3919,3920,0.0,5.0,0.0,0.0,18.0,f0112abf369fb03cdc5f5309300913da,072c85e1653e10c9c7dd065ad007125a,c918c473df6f5a01b3f8eb068530b020,091d53d3f1e393b55ed0ed9165396bfb,0.6666666666666666,0.6666666666666666,5,0
3920,3921,0.0,2.0,0.0,1.0,29.0,8a1c0d3243bba111cbcd1ec6c692dc6d,94d4f7dc1971d3473e6ed039a323bf4d,e10197d2b1934736e616dea3e180fbb9,c73b518535a3fd64744044a7aa8507de,0.8333333333333334,0.9166666666666666,2,0
3921,3922,1.2857142857142858,23.0,7.0,18.0,28.0,dc414a17890cfc17d011d5038b88ca93,d78f53d0856617bc782f02c3280dfef2,4fd631b15116098340cdb099c86a5a40,4044dac1931ddaa5a967e09506d76343,0.5151515151515151,0.8484848484848485,20,ビジネスミドル
3922,3923,1.5,32.0,22.0,34.0,82.0,c312e07b7a5d456d53a5b00910a336e1,a1b872e7729b0fa33e1099288384588a,1948635cff5b3b0ca329796b49d994a6,be938b50974a4355c530f0afe1c2f193,0.7619047619047619,1.0476190476190477,19,観光
3923,3924,1.1,10.0,10.0,0.0,107.0,e9316013ee1b03f4525fe361c46ce9c5,66c4d01ad8e30155582cf80b1d655986,7763c74e2efa67a522125d9d3d7dde25,a0549a1384a56d5424439c07d0239850,1.0,0.5,9,ビジネスミドル
3924,3925,1.064516129032258,35.0,31.0,28.0,97.0,c312e07b7a5d456d53a5b00910a336e1,6692a692f80687411022c08e4f5a7a00,8cf750072f8520a726ff601894c2d39e,ddd5616ecb2d2c35c8ac403db5804ef4,0.9111111111111111,0.8444444444444444,33,ビジネス
3925,3926,0.0,1.0,0.0,0.0,9.0,8a1c0d3243bba111cbcd1ec6c692dc6d,94d4f7dc1971d3473e6ed039a323bf4d,07626423add73e64eff69437c48486b8,cfa544986037fa81ce47bcc5b0c47426,0.9090909090909091,0.9090909090909091,1,0
3926,3927,1.2727272727272727,14.0,11.0,3.0,32.0,321b69d5eec98fe6253e26b86058e6a9,0745a2107686fcb724892ce52f19d02e,5f6ef5263d833db9eb585c0b685e6817,749baed21736073c6b7b624cc76932ea,0.875,0.5416666666666666,11,ビジネスミドル
3927,3928,1.0,8.0,4.0,15.0,24.0,43875109d1dab93592812c50d18270a7,75617bb07a2785a948ab1958909211f1,9ea5a911019b66ccd42f556c42a2fe2f,be1b876af18afc4deeb3081591d2a910,0.7777777777777778,1.3888888888888888,8,ビジネス
3928,3929,1.3764705882352941,93.0,85.0,63.0,243.0,46e33861f921c3e38b81998fbf283f01,c86352f5b57e80fe545cfec1fd8505a1,9d6a46da05976cab8ac2b8583215c665,568887ea1e1d8c3cf3c60b5be585aa6d,0.9223300970873787,0.7087378640776699,64,観光ミドル
3929,3930,1.1666666666666667,11.0,6.0,7.0,16.0,d86102dd9c232bade9a97dccad40df48,7d66a82def784971580d4452e6b31aab,49cb51139dcdc8372a5560c7b860590b,4709679ac0e2afff061e533f156df021,0.7619047619047619,0.8095238095238095,10,ビジネスミドル
3930,3931,1.25,64.0,24.0,10.0,33.0,46e33861f921c3e38b81998fbf283f01,572d60f0f5212aacda515ebf81fb0a3a,8a623b960557e87bd1f4edf71b6255be,1d9f09b9e2bd43cebc9885a46388739a,0.4594594594594595,0.2702702702702703,58,ビジネスミドル
3931,3932,1.0,4.0,2.0,1.0,41.0,e9316013ee1b03f4525fe361c46ce9c5,06a6febd7478c1aa664ed5ac87f2d560,9bbd969339a85b4a12570a1dfecad067,ffa35ab2dd7300f5c43aa7a2d174655a,0.8571428571428571,0.7857142857142857,4,ビジネス
3932,3933,1.1428571428571428,19.0,14.0,12.0,16.0,f0112abf369fb03cdc5f5309300913da,bd054cc265d68a400ccb976ac69c6463,728d0185a651e4e5612cfe131f5a2ca7,dc5169c321eab209d03be92d280db13a,0.8275862068965517,0.7586206896551724,17,ビジネスミドル
3933,3934,0.0,2.0,0.0,0.0,3.0,43875109d1dab93592812c50d18270a7,6d279eafce12f1a118fe7cbaa74f105a,0a8555dafe4b6da82bee018d2d02ec2d,b6cfe26a78aad8e53369a78a1cbd5089,0.8333333333333334,0.8333333333333334,2,0
3934,3935,0.0,1.0,0.0,1.0,26.0,dc414a17890cfc17d011d5038b88ca93,223938a74a609968141867c244086206,e8b0d300c47a0055e1301fe28d1806bd,d9080147d0c48f468054dc318b9ebab6,0.9090909090909091,1.0,1,0
3935,3936,1.1538461538461537,41.0,26.0,14.0,77.0,dc414a17890cfc17d011d5038b88ca93,d78f53d0856617bc782f02c3280dfef2,e5cfcc0a43c82072aca11628ff0add53,20ad8785a30f125bee5a8a325782ab06,0.7058823529411765,0.47058823529411764,37,ビジネスミドル
3936,3937,1.7142857142857142,9.0,7.0,11.0,56.0,e9316013ee1b03f4525fe361c46ce9c5,21a8fca457386861964bea1ffa848fdd,54101240e70c13401ec004cc406c1bce,b718cb7b98aca4437faf7badec385f4e,0.8947368421052632,1.105263157894737,6,観光
3937,3938,1.4285714285714286,31.0,21.0,9.0,71.0,d86102dd9c232bade9a97dccad40df48,3831f43bb997a3028669c251c2c2f552,8945cbc9f218eb1b04f4d4fa052eedb5,0add1dfa772542a1c058fe653f0de5ac,0.7560975609756098,0.4634146341463415,23,観光ミドル
3938,3939,1.25,55.0,24.0,5.0,164.0,f0112abf369fb03cdc5f5309300913da,072c85e1653e10c9c7dd065ad007125a,06cdfa18559e54e94da2d9524c0d8e86,5e52f51baa60e36618f46a225cf961e5,0.5230769230769231,0.23076923076923078,46,ビジネスミドル
3939,3940,1.125,13.0,8.0,11.0,26.0,c312e07b7a5d456d53a5b00910a336e1,a738e67265697437a33258b3ded0f813,ee5518ed106a6e56ffb1c7bc3b2c5a38,2a8ec22a10c934258347f2bb4c23f5cf,0.782608695652174,0.9130434782608695,12,ビジネスミドル
3940,3941,1.3333333333333333,7.0,3.0,5.0,37.0,c312e07b7a5d456d53a5b00910a336e1,6692a692f80687411022c08e4f5a7a00,fc160f9e0b2f64c60d9b1131033de620,b20c7bd8854e556be308bbe9b39431f0,0.7647058823529411,0.8823529411764706,6,観光ミドル
3941,3942,0.0,4.0,0.0,0.0,9.0,dc414a17890cfc17d011d5038b88ca93,31a0f630d36db568ab23c9c1cd80d1c1,0cb21ac869edfcf05ff381269c8df8af,4362d7316de7ea5c33bedcd4eb9f059d,0.7142857142857143,0.7142857142857143,4,0
3942,3943,1.0,3.0,7.0,0.0,64.0,f0112abf369fb03cdc5f5309300913da,ce3aaf25e7e38a0c42d373fb148efc86,d5033a3a12e84a627c5714e0e7118c80,673a92cb6db3ae1bc7c57c8d9c8748a7,1.3076923076923077,0.7692307692307693,3,ビジネス
3943,3944,1.7671232876712328,102.0,73.0,49.0,80.0,46e33861f921c3e38b81998fbf283f01,c86352f5b57e80fe545cfec1fd8505a1,7974c7e841b95bf5fe606cce6472e159,d9d5e1d4430a992364297f4064ce04ee,0.7410714285714286,0.5267857142857143,54,観光
3944,3945,1.0,5.0,2.0,2.0,15.0,e9316013ee1b03f4525fe361c46ce9c5,84efa50e52f9b471c95bfc3b21b854ad,6991a9d2e7fe401f74af36167101993d,51450d88ac85e2be3a907e2ac6a25014,0.8,0.8,5,ビジネス
3945,3946,1.4166666666666667,20.0,12.0,2.0,70.0,321b69d5eec98fe6253e26b86058e6a9,0745a2107686fcb724892ce52f19d02e,bd9ca9b95bfc526f6ae521d5f4442362,1ed4e9cbfda3e66bc84c1392d75ef036,0.7333333333333333,0.4,14,観光ミドル
3946,3947,1.2222222222222223,21.0,18.0,23.0,28.0,f0112abf369fb03cdc5f5309300913da,bd054cc265d68a400ccb976ac69c6463,c3e3c099b1eec7d35ee7b851620d7158,dd14f839ed09692ea48eae5d68ea3468,0.9032258064516129,1.064516129032258,17,ビジネスミドル
3947,3948,1.0,3.0,2.0,10.0,34.0,89e181a40914767dfee00fa2b7c2dcb5,2b99151dba9558109a35c75a3c05c38b,a9009f29bc3252f9049062fa3b22db89,9dedfc2a42ed1586905b59c1e84d513d,0.9230769230769231,1.5384615384615385,3,ビジネス
3948,3949,1.2,16.0,10.0,12.0,53.0,3300cf6f774b7c6a5807110f244cbc21,7bc5fba93082f02f1cc37b7fa264d291,2e74bf64d33bf431ad211feb8213d8e7,30afdbf62c5f9819ac882aed86aea4d7,0.7692307692307693,0.8461538461538461,14,ビジネスミドル
3949,3950,1.3928571428571428,25.0,28.0,26.0,136.0,46e33861f921c3e38b81998fbf283f01,c86352f5b57e80fe545cfec1fd8505a1,30e12d5f9c1a9ecb5db3404ec0bd34e1,96dca36640fbfbd6c31e5070329c4faf,1.0857142857142856,1.0285714285714285,15,観光ミドル
3950,3951,1.1666666666666667,16.0,12.0,8.0,84.0,46e33861f921c3e38b81998fbf283f01,572d60f0f5212aacda515ebf81fb0a3a,2e63024b11908f3729510051a6fc7d9e,d075eb4a9669452b8f07cfc0d13a03ab,0.8461538461538461,0.6923076923076923,14,ビジネスミドル
3951,3952,1.0,0.0,1.0,0.0,25.0,dc414a17890cfc17d011d5038b88ca93,6920865be128aa14814810654738b159,654d61673e3877a9ee401c820a3c0fcc,37bd7a64da78ddc62160efecd33e22c1,1.1,1.0,0,ビジネス
3952,3953,1.4285714285714286,21.0,14.0,10.0,30.0,321b69d5eec98fe6253e26b86058e6a9,a2b54b288d51bb19085ed1d99c428397,946696ebe51c948294fca92c0d31d83e,04b377d498d501fa55b59249c5adb1ef,0.7741935483870968,0.6451612903225806,14,観光ミドル
3953,3954,1.6382978723404256,155.0,94.0,46.0,139.0,46e33861f921c3e38b81998fbf283f01,107c7305a74c8dcc4f143de208bf7ec2,aabf8b3cf6414702adfda5532705759a,c3b55cb211c69d4665fbe81e4447dc24,0.6303030303030303,0.3393939393939394,94,観光
3954,3955,1.5089285714285714,180.0,112.0,100.0,154.0,46e33861f921c3e38b81998fbf283f01,c86352f5b57e80fe545cfec1fd8505a1,9d6a46da05976cab8ac2b8583215c665,568887ea1e1d8c3cf3c60b5be585aa6d,0.6421052631578947,0.5789473684210527,116,観光
3955,3956,1.3870967741935485,37.0,31.0,15.0,98.0,43875109d1dab93592812c50d18270a7,6d279eafce12f1a118fe7cbaa74f105a,635c5a2ca1ce591d4407f8b80d4b4a25,0227b50088e51090439b6a2ea1c78e3a,0.8723404255319149,0.5319148936170213,25,観光ミドル
3956,3957,1.08,21.0,25.0,5.0,60.0,d86102dd9c232bade9a97dccad40df48,b4d2fb4e51ea7bca80eb1270aa474a54,29b680542fd3969fea768bfba1d0b50a,b4b4c63ff87803ef0b75eaa651f9f5cf,1.1290322580645162,0.4838709677419355,19,ビジネス
3957,3958,1.7619047619047619,61.0,42.0,32.0,164.0,46e33861f921c3e38b81998fbf283f01,c86352f5b57e80fe545cfec1fd8505a1,7974c7e841b95bf5fe606cce6472e159,e1ff84d871463815e949e56b6ba079bf,0.7323943661971831,0.5915492957746479,31,観光
